"","NDVI","Dates","Legend"
"1095",0.527338745287003,2012-12-10,"NDVI Smoothed"
"1096",0.62377656554786,2012-12-18,"NDVI Smoothed"
"1097",0.717086174032399,2012-12-26,"NDVI Smoothed"
"1098",0.777545605573279,2013-01-01,"NDVI Smoothed"
"1099",0.837831734296434,2013-01-09,"NDVI Smoothed"
"1100",0.874824207015842,2013-01-17,"NDVI Smoothed"
"1101",0.890088156505704,2013-01-25,"NDVI Smoothed"
"1102",0.885188715540223,2013-02-02,"NDVI Smoothed"
"1103",0.861694387147859,2013-02-10,"NDVI Smoothed"
"1104",0.821187155374085,2013-02-18,"NDVI Smoothed"
"1105",0.765252374518636,2013-02-26,"NDVI Smoothed"
"1106",0.695475398881232,2013-03-06,"NDVI Smoothed"
"1107",0.613897863946143,2013-03-14,"NDVI Smoothed"
"1108",0.52207490004722,2013-03-22,"NDVI Smoothed"
"1109",0.426142735832287,2013-03-30,"NDVI Smoothed"
"1110",0.332671914221481,2013-04-07,"NDVI Smoothed"
"1111",0.248232978134941,2013-04-15,"NDVI Smoothed"
"1112",0.179396470492788,2013-04-23,"NDVI Smoothed"
"1113",0.131630578600368,2013-05-01,"NDVI Smoothed"
"1114",0.105994067303858,2013-05-09,"NDVI Smoothed"
"1115",0.102443345834643,2013-05-17,"NDVI Smoothed"
"1116",0.120934823424105,2013-05-25,"NDVI Smoothed"
"1117",0.161424909303631,2013-06-02,"NDVI Smoothed"
"1118",0.222864553375753,2013-06-10,"NDVI Smoothed"
"1119",0.300182868227624,2013-06-18,"NDVI Smoothed"
"1120",0.387303507117536,2013-06-26,"NDVI Smoothed"
"1121",0.47815012330378,2013-07-04,"NDVI Smoothed"
"1122",0.566646370044666,2013-07-12,"NDVI Smoothed"
"1123",0.647268692771544,2013-07-20,"NDVI Smoothed"
"1124",0.810979426796469,2013-08-13,"NDVI Smoothed"
"1125",0.827393783983367,2013-08-29,"NDVI Smoothed"
"1126",0.799504341817911,2013-09-06,"NDVI Smoothed"
"1127",0.743871027542078,2013-09-14,"NDVI Smoothed"
"1128",0.660768460788399,2013-09-22,"NDVI Smoothed"
"1129",0.562608114532798,2013-09-30,"NDVI Smoothed"
"1130",0.464835675087072,2013-10-08,"NDVI Smoothed"
"1131",0.382896828763018,2013-10-16,"NDVI Smoothed"
"1132",0.332237261872414,2013-10-24,"NDVI Smoothed"
"1133",0.324033027343968,2013-11-01,"NDVI Smoothed"
"1134",0.352607180992218,2013-11-09,"NDVI Smoothed"
"1135",0.407447307821587,2013-11-17,"NDVI Smoothed"
"1136",0.478443078675589,2013-11-25,"NDVI Smoothed"
"1137",0.555422379567464,2013-12-03,"NDVI Smoothed"
"1138",0.629595914470303,2013-12-11,"NDVI Smoothed"
"1139",0.697705659196579,2013-12-19,"NDVI Smoothed"
"1140",0.75787640751863,2013-12-27,"NDVI Smoothed"
"1141",0.790618382091207,2014-01-01,"NDVI Smoothed"
"1142",0.833888797973921,2014-01-09,"NDVI Smoothed"
"1143",0.864138389227364,2014-01-17,"NDVI Smoothed"
"1144",0.878694890236886,2014-01-25,"NDVI Smoothed"
"1145",0.874726623510445,2014-02-02,"NDVI Smoothed"
"1146",0.849401911555992,2014-02-10,"NDVI Smoothed"
"1147",0.801288780232103,2014-02-18,"NDVI Smoothed"
"1148",0.734554068799797,2014-02-26,"NDVI Smoothed"
"1149",0.654764319870721,2014-03-06,"NDVI Smoothed"
"1150",0.567950461196115,2014-03-14,"NDVI Smoothed"
"1151",0.478745854572866,2014-03-22,"NDVI Smoothed"
"1152",0.392778671784759,2014-03-30,"NDVI Smoothed"
"1153",0.313724584975535,2014-04-07,"NDVI Smoothed"
"1154",0.24488109219534,2014-04-15,"NDVI Smoothed"
"1155",0.189545691494335,2014-04-23,"NDVI Smoothed"
"1156",0.151015880922679,2014-05-01,"NDVI Smoothed"
"1157",0.131876862259874,2014-05-09,"NDVI Smoothed"
"1158",0.131864652202844,2014-05-17,"NDVI Smoothed"
"1159",0.150002971177858,2014-05-25,"NDVI Smoothed"
"1160",0.185315539611193,2014-06-02,"NDVI Smoothed"
"1161",0.23682607792912,2014-06-10,"NDVI Smoothed"
"1162",0.303023839605723,2014-06-18,"NDVI Smoothed"
"1163",0.380260210306323,2014-06-26,"NDVI Smoothed"
"1164",0.464352108744071,2014-07-04,"NDVI Smoothed"
"1165",0.551116453632101,2014-07-12,"NDVI Smoothed"
"1166",0.636370163683546,2014-07-20,"NDVI Smoothed"
"1167",0.715435053316194,2014-07-28,"NDVI Smoothed"
"1168",0.781652519766362,2014-08-05,"NDVI Smoothed"
"1169",0.827868855975008,2014-08-13,"NDVI Smoothed"
"1170",0.846930354883098,2014-08-21,"NDVI Smoothed"
"1171",0.831683309431589,2014-08-29,"NDVI Smoothed"
"1172",0.778432969853939,2014-09-06,"NDVI Smoothed"
"1173",0.697320415553609,2014-09-14,"NDVI Smoothed"
"1174",0.601945683226543,2014-09-22,"NDVI Smoothed"
"1175",0.505908809568699,2014-09-30,"NDVI Smoothed"
"1176",0.422809831276035,2014-10-08,"NDVI Smoothed"
"1177",0.36377598769383,2014-10-16,"NDVI Smoothed"
"1178",0.330043328764717,2014-10-24,"NDVI Smoothed"
"1179",0.320375107080662,2014-11-01,"NDVI Smoothed"
"1180",0.333660706925068,2014-11-09,"NDVI Smoothed"
"1181",0.368520332861335,2014-11-17,"NDVI Smoothed"
"1182",0.422942380307415,2014-11-25,"NDVI Smoothed"
"1183",0.491763441263324,2014-12-03,"NDVI Smoothed"
"1184",0.648807643231192,2014-12-19,"NDVI Smoothed"
"1185",0.76844306824738,2015-01-01,"NDVI Smoothed"
"1186",0.865453223327343,2015-01-17,"NDVI Smoothed"
"1187",0.874189326014234,2015-02-02,"NDVI Smoothed"
"1188",0.805918988882508,2015-02-18,"NDVI Smoothed"
"1189",0.683681331210902,2015-03-06,"NDVI Smoothed"
"1190",0.530934586743915,2015-03-22,"NDVI Smoothed"
"1191",0.450091649158093,2015-03-30,"NDVI Smoothed"
"1192",0.370954517494013,2015-04-07,"NDVI Smoothed"
"1193",0.297216267595631,2015-04-15,"NDVI Smoothed"
"1194",0.232569975306912,2015-04-23,"NDVI Smoothed"
"1195",0.180708716471802,2015-05-01,"NDVI Smoothed"
"1196",0.144780003675818,2015-05-09,"NDVI Smoothed"
"1197",0.125749096470673,2015-05-17,"NDVI Smoothed"
"1198",0.124035691149631,2015-05-25,"NDVI Smoothed"
"1199",0.140059484005958,2015-06-02,"NDVI Smoothed"
"1200",0.174240171332918,2015-06-10,"NDVI Smoothed"
"1201",0.226332264230407,2015-06-18,"NDVI Smoothed"
"1202",0.293429533024826,2015-06-26,"NDVI Smoothed"
"1203",0.3719605628492,2015-07-04,"NDVI Smoothed"
"1204",0.45835393883657,2015-07-12,"NDVI Smoothed"
"1205",0.54903824611996,2015-07-20,"NDVI Smoothed"
"1206",0.639686646479316,2015-07-28,"NDVI Smoothed"
"1207",0.722950608282241,2015-08-05,"NDVI Smoothed"
"1208",0.790726176543271,2015-08-13,"NDVI Smoothed"
"1209",0.834909396276925,2015-08-21,"NDVI Smoothed"
"1210",0.847396312497726,2015-08-29,"NDVI Smoothed"
"1211",0.823103120584763,2015-09-06,"NDVI Smoothed"
"1212",0.769026617375362,2015-09-14,"NDVI Smoothed"
"1213",0.695183750071417,2015-09-22,"NDVI Smoothed"
"1214",0.611591465874809,2015-09-30,"NDVI Smoothed"
"1215",0.528266711987431,2015-10-08,"NDVI Smoothed"
"1216",0.454516096247422,2015-10-16,"NDVI Smoothed"
"1217",0.396804869037917,2015-10-24,"NDVI Smoothed"
"1218",0.360887941378288,2015-11-01,"NDVI Smoothed"
"1219",0.35255882818047,2015-11-09,"NDVI Smoothed"
"1220",0.377683756448777,2015-11-17,"NDVI Smoothed"
"1221",0.438490084186787,2015-11-25,"NDVI Smoothed"
"1222",0.523694689247855,2015-12-03,"NDVI Smoothed"
"1223",0.618606842852114,2015-12-11,"NDVI Smoothed"
"1224",0.708535816219697,2015-12-19,"NDVI Smoothed"
"1225",0.778790880570753,2015-12-27,"NDVI Smoothed"
"1226",0.807231845620426,2016-01-01,"NDVI Smoothed"
"1227",0.831586145293379,2016-01-09,"NDVI Smoothed"
"1228",0.839629203978057,2016-01-17,"NDVI Smoothed"
"1229",0.842470804325611,2016-01-25,"NDVI Smoothed"
"1230",0.851220728987192,2016-02-02,"NDVI Smoothed"
